"Vertical Axis: Request Hierarchy","Horizontal Axis: Time Since Start of Test [ms] (time values are fractions of a day)"
"206217.961780059","0","CLICK User:23 Request:75 Result=500"
"206248.612882364","0","CLICK User:32 Request:43 Result=500"
"206266.515995748","0","CLICK User:20 Request:87 Result=500"
"206271.613570999","0","CLICK User:5 Request:143 Result=500"
"206299.368774523","0","CLICK User:29 Request:54 Result=500"
"206356.892565955","0","CLICK User:6 Request:139 Result=500"
"206363.480274728","0","CLICK User:43 Request:4 Result=500"
"207013.922998593","0","CLICK User:16 Request:101 Result=500"
"207020.404269258","0","CLICK User:22 Request:80 Result=500"
"207035.672410879","0","CLICK User:14 Request:110 Result=500"
"207035.713198186","0","CLICK User:25 Request:69 Result=500"
"207051.351219219","0","CLICK User:38 Request:22 Result=500"
"207491.846310076","0","CLICK User:10 Request:125 Result=500"
"207496.706424979","0","CLICK User:43 Request:5 Result=500"
"207544.591002488","0","CLICK User:12 Request:117 Result=500"
"207557.065213596","0","CLICK User:15 Request:105 Result=500"
"207647.85077433","0","CLICK User:24 Request:72 Result=500"
"207656.652731004","0","CLICK User:27 Request:62 Result=500"
"207674.296872927","0","CLICK User:21 Request:84 Result=500"
"207690.108379696","0","CLICK User:36 Request:29 Result=500"
"207697.12323773","0","CLICK User:39 Request:19 Result=500"
"207767.424630784","0","CLICK User:13 Request:114 Result=500"
"208352.413505068","0","CLICK User:8 Request:132 Result=500"
"208384.979934601","0","CLICK User:2 Request:157 Result=500"
"208468.140503891","0","CLICK User:9 Request:130 Result=500"
"208492.705078439","0","CLICK User:3 Request:151 Result=500"
"208828.938314786","0","CLICK User:39 Request:20 Result=500"
"208872.746675904","0","CLICK User:13 Request:115 Result=500"
"208896.908405957","0","CLICK User:23 Request:77 Result=500"
"208951.296323974","0","CLICK User:1 Request:160 Result=500"
"208960.12845208","0","CLICK User:32 Request:45 Result=500"
"208961.329163343","0","CLICK User:19 Request:92 Result=500"
"208992.868087983","0","CLICK User:18 Request:95 Result=500"
"209026.177908086","0","CLICK User:6 Request:141 Result=500"
"209028.501946476","0","CLICK User:5 Request:145 Result=500"
"209065.92513853","0","CLICK User:37 Request:27 Result=500"
"209655.207016534","0","CLICK User:22 Request:82 Result=500"
"209671.865837697","0","CLICK User:25 Request:71 Result=500"
"209714.073716073","0","CLICK User:7 Request:137 Result=500"
"210116.660357671","0","CLICK User:18 Request:96 Result=500"
"210142.682100658","0","CLICK User:6 Request:142 Result=500"
"210152.41797491","0","CLICK User:19 Request:93 Result=500"
"210179.111311633","0","CLICK User:37 Request:28 Result=500"
"210179.515552954","0","CLICK User:5 Request:146 Result=500"
"210206.747505619","0","CLICK User:10 Request:127 Result=500"
"210207.2009152","0","CLICK User:15 Request:107 Result=500"
"210230.822911851","0","CLICK User:12 Request:119 Result=500"
"210248.542202989","0","CLICK User:35 Request:35 Result=500"
"210306.112648395","0","CLICK User:24 Request:74 Result=500"
"210396.635885287","0","CLICK User:20 Request:90 Result=500"
"210429.138898938","0","CLICK User:29 Request:57 Result=500"
"211325.505895302","0","CLICK User:37 Request:29 Result=500"
"211339.533935179","0","CLICK User:10 Request:128 Result=500"
"211360.902293448","0","CLICK User:35 Request:36 Result=500"
"211361.375537952","0","CLICK User:15 Request:108 Result=500"
"211368.331729312","0","CLICK User:12 Request:120 Result=500"
"211410.796064863","0","CLICK User:41 Request:14 Result=500"
"211412.897728622","0","CLICK User:24 Request:75 Result=500"
"211436.221083965","0","CLICK User:26 Request:68 Result=500"
"211480.586778487","0","CLICK User:4 Request:150 Result=500"
"211531.317807151","0","CLICK User:20 Request:91 Result=500"
"211544.220005615","0","CLICK User:29 Request:58 Result=500"
"211564.356922458","0","CLICK User:39 Request:22 Result=500"
"211670.156123194","0","CLICK User:43 Request:8 Result=500"
"211776.529419242","0","CLICK User:36 Request:32 Result=500"
"211796.721091647","0","CLICK User:27 Request:65 Result=500"
"211805.029410162","0","CLICK User:21 Request:87 Result=500"
"211841.655294178","0","CLICK User:17 Request:101 Result=500"
"212681.80983896","0","CLICK User:29 Request:59 Result=500"
"212691.815021183","0","CLICK User:14 Request:114 Result=500"
"212693.680900785","0","CLICK User:39 Request:23 Result=500"
"212694.878818397","0","CLICK User:3 Request:154 Result=500"
"212750.186127008","0","CLICK User:30 Request:54 Result=500"
"212787.28860791","0","CLICK User:9 Request:133 Result=500"
"212788.482893776","0","CLICK User:43 Request:9 Result=500"
"212815.757030572","0","CLICK User:38 Request:26 Result=500"
"212867.648821289","0","CLICK User:36 Request:33 Result=500"
"212910.912979164","0","CLICK User:27 Request:66 Result=500"
"212937.573071438","0","CLICK User:21 Request:88 Result=500"
"212983.378613762","0","CLICK User:5 Request:148 Result=500"
"212996.005637588","0","CLICK User:6 Request:144 Result=500"
"212999.482895172","0","CLICK User:19 Request:95 Result=500"
"213029.724727584","0","CLICK User:34 Request:40 Result=500"
"213589.277966892","0","CLICK User:2 Request:161 Result=500"
"213937.916131799","0","CLICK User:38 Request:27 Result=500"
"213973.098536266","0","CLICK User:36 Request:34 Result=500"
"214009.800128229","0","CLICK User:27 Request:67 Result=500"
"214067.483157776","0","CLICK User:12 Request:122 Result=500"
"214109.663937735","0","CLICK User:41 Request:16 Result=500"
"214117.210148217","0","CLICK User:6 Request:145 Result=500"
"214136.186023643","0","CLICK User:34 Request:41 Result=500"
"214167.668516529","0","CLICK User:37 Request:31 Result=500"
"214168.222776917","0","CLICK User:10 Request:130 Result=500"
"214172.304859975","0","CLICK User:35 Request:38 Result=500"
"214199.687669802","0","CLICK User:15 Request:110 Result=500"
"214242.839243535","0","CLICK User:26 Request:70 Result=500"
"214307.339899345","0","CLICK User:24 Request:77 Result=500"
"215186.142093478","0","CLICK User:12 Request:123 Result=500"
"215198.486679173","0","CLICK User:16 Request:107 Result=500"
"215222.065932961","0","CLICK User:6 Request:146 Result=500"
"215229.730873617","0","CLICK User:41 Request:17 Result=500"
"215327.951178153","0","CLICK User:35 Request:39 Result=500"
"215329.058581468","0","CLICK User:15 Request:111 Result=500"
"215345.36232957","0","CLICK User:26 Request:71 Result=500"
"215382.3516676","0","CLICK User:14 Request:116 Result=500"
"215444.227408791","0","CLICK User:3 Request:156 Result=500"
"215462.539512703","0","CLICK User:29 Request:61 Result=500"
"215477.877216238","0","CLICK User:9 Request:135 Result=500"
"215491.268024288","0","CLICK User:43 Request:11 Result=500"
"215618.761323017","0","CLICK User:5 Request:150 Result=500"
"215850.446914342","0","CLICK User:13 Request:120 Result=500"
"215854.277289432","0","CLICK User:23 Request:82 Result=500"
"216491.129459191","0","CLICK User:14 Request:117 Result=500"
"216499.186628468","0","CLICK User:25 Request:76 Result=500"
"216500.144850812","0","CLICK User:26 Request:72 Result=500"
"216574.272987209","0","CLICK User:3 Request:157 Result=500"
"216587.085509471","0","CLICK User:29 Request:62 Result=500"
"216590.247922571","0","CLICK User:42 Request:15 Result=500"
"216623.176409292","0","CLICK User:9 Request:136 Result=500"
"216643.147383257","0","CLICK User:43 Request:12 Result=500"
