"Vertical Axis: Request Hierarchy","Horizontal Axis: Time Since Start of Test [ms] (time values are fractions of a day)"
"63261.767347526","0","CLICK User:11 Request:13"
"63266.2810496865","0","CLICK User:5 Request:36"
"63413.0784778512","0","CLICK User:4 Request:40"
"63523.8956347804","0","CLICK User:10 Request:17"
"63739.5741637555","0","CLICK User:9 Request:21"
"63958.3614677284","0","CLICK User:14 Request:2"
"64075.7277810448","0","CLICK User:3 Request:44"
"64080.637343573","0","CLICK User:8 Request:25"
"64213.3209667709","0","CLICK User:2 Request:48"
"64236.2696934946","0","CLICK User:1 Request:51"
"64283.665940783","0","CLICK User:7 Request:29"
"64399.5683808976","0","CLICK User:13 Request:6"
"64518.1018816637","0","CLICK User:12 Request:10"
"64531.2719912726","0","CLICK User:6 Request:33"
"64537.2976174346","0","CLICK User:5 Request:37"
"64539.9968431742","0","CLICK User:11 Request:14"
"64675.5014953018","0","CLICK User:4 Request:41"
"64776.1584223693","0","CLICK User:10 Request:18"
"64992.7820435279","0","CLICK User:9 Request:22"
"65217.4519387241","0","CLICK User:14 Request:3"
"65350.3056952769","0","CLICK User:3 Request:45"
"65351.4770732034","0","CLICK User:8 Request:26"
"65485.4664489481","0","CLICK User:2 Request:49"
"65498.9522411368","0","CLICK User:1 Request:52"
"65547.2371488555","0","CLICK User:7 Request:30"
"65776.1584223693","0","CLICK User:13 Request:7"
"65906.1246610952","0","CLICK User:12 Request:11"
"65909.5502361334","0","CLICK User:11 Request:15"
"65913.4032397972","0","CLICK User:6 Request:34"
"65933.7337566646","0","CLICK User:5 Request:38"
"65956.8014929272","0","CLICK User:4 Request:42"
"66045.6206026185","0","CLICK User:10 Request:19"
"66243.65387221","0","CLICK User:9 Request:23"
"66469.2775199083","0","CLICK User:14 Request:4"
"66611.9861602522","0","CLICK User:3 Request:46"
"66617.872662587","0","CLICK User:8 Request:27"
"66751.1348509378","0","CLICK User:2 Request:50"
"66751.3329208042","0","CLICK User:1 Request:53"
"66804.9198990374","0","CLICK User:7 Request:31"
"67099.3528507115","0","CLICK User:13 Request:8"
"67185.2802520991","0","CLICK User:12 Request:12"
"67190.5538273719","0","CLICK User:11 Request:16"
"67195.6877200873","0","CLICK User:6 Request:35"
"67205.5163435576","0","CLICK User:5 Request:39"
"67231.6165881418","0","CLICK User:4 Request:43"
"67316.355849696","0","CLICK User:10 Request:20"
"67492.7900054336","0","CLICK User:9 Request:24"
"67561.3098871505","0","CLICK User:15 Request:1"
"67727.3902130019","0","CLICK User:14 Request:5"
"67890.3209765487","0","CLICK User:8 Request:28"
"67891.6775735464","0","CLICK User:3 Request:47"
"68022.4425171356","0","CLICK User:1 Request:54"
"68024.3603586489","0","CLICK User:2 Request:51"
"68065.7265099335","0","CLICK User:7 Request:32"
"68370.4367454523","0","CLICK User:13 Request:9"
"68478.2367591412","0","CLICK User:12 Request:13"
"68489.1116049666","0","CLICK User:11 Request:17"
"68492.4617514237","0","CLICK User:6 Request:36"
"68501.9791621561","0","CLICK User:5 Request:40"
"68508.89735986","0","CLICK User:4 Request:44"
"68590.704963899","0","CLICK User:10 Request:21"
"68746.7169710117","0","CLICK User:9 Request:25"
"68814.0174240022","0","CLICK User:15 Request:2"
"68984.9989314284","0","CLICK User:14 Request:6"
"69160.8880458271","0","CLICK User:8 Request:29"
"69165.8638178875","0","CLICK User:3 Request:48"
"69277.5836035027","0","CLICK User:1 Request:55"
"69284.9999092063","0","CLICK User:2 Request:52"
"69318.370072174","0","CLICK User:7 Request:33"
"69655.9596261536","0","CLICK User:13 Request:10"
"69778.1659400846","0","CLICK User:12 Request:14"
"69784.9262964986","0","CLICK User:11 Request:18"
"69787.3788428418","0","CLICK User:5 Request:41"
"69792.6951609772","0","CLICK User:4 Request:45"
"69793.4469325012","0","CLICK User:6 Request:37"
"69860.7007315176","0","CLICK User:10 Request:22"
"70001.4102350997","0","CLICK User:9 Request:26"
"70069.1925929133","0","CLICK User:15 Request:3"
"70237.4553190419","0","CLICK User:14 Request:7"
"70422.7542886037","0","CLICK User:8 Request:30"
"70434.1716614821","0","CLICK User:3 Request:49"
"70545.6933772309","0","CLICK User:1 Request:56"
"70550.9909779036","0","CLICK User:2 Request:53"
"70570.2266628859","0","CLICK User:7 Request:34"
"70935.1755600223","0","CLICK User:13 Request:11"
"71089.6415605894","0","CLICK User:5 Request:42"
"71096.9832758074","0","CLICK User:12 Request:15"
"71099.0885713128","0","CLICK User:11 Request:19"
"71107.9578549788","0","CLICK User:4 Request:46"
"71112.5578809597","0","CLICK User:6 Request:38"
"71150.4495683111","0","CLICK User:10 Request:23"
"71273.8409490592","0","CLICK User:9 Request:27"
"71324.1235967141","0","CLICK User:15 Request:4"
"71491.0962147424","0","CLICK User:14 Request:8"
"71682.3696866501","0","CLICK User:8 Request:31"
"71695.1472882727","0","CLICK User:3 Request:50"
"71806.9019945272","0","CLICK User:1 Request:57"
"71809.723302822","0","CLICK User:2 Request:54"
"71822.9152029099","0","CLICK User:7 Request:35"
"72240.6219226187","0","CLICK User:13 Request:12"
"72394.4870088238","0","CLICK User:5 Request:43"
"72415.5173353038","0","CLICK User:11 Request:20"
"72422.0650948654","0","CLICK User:6 Request:39"
"72426.8844224615","0","CLICK User:4 Request:47"
"72428.6284988735","0","CLICK User:12 Request:16"
"72439.5326780359","0","CLICK User:10 Request:24"
"72445.9253899588","0","CLICK User:16 Request:1"
"72587.2721253679","0","CLICK User:9 Request:28"
"72610.2250425683","0","CLICK User:15 Request:5"
"72737.1252491588","0","CLICK User:14 Request:9"
"72965.7403385067","0","CLICK User:8 Request:32"
"72974.4137872272","0","CLICK User:3 Request:51"
"73078.9460671678","0","CLICK User:1 Request:58"
"73081.2231722188","0","CLICK User:2 Request:55"
"73082.9080232264","0","CLICK User:7 Request:36"
"73520.2339962202","0","CLICK User:13 Request:13"
"73704.9236704665","0","CLICK User:5 Request:44"
"73738.2513699367","0","CLICK User:12 Request:17"
"73743.0952816629","0","CLICK User:11 Request:21"
"73754.5503688318","0","CLICK User:6 Request:40"
"73764.9427511038","0","CLICK User:4 Request:48"
"73770.8795391593","0","CLICK User:16 Request:2"
"73774.3012030859","0","CLICK User:10 Request:25"
"73907.0057786674","0","CLICK User:15 Request:6"
"73947.9903172051","0","CLICK User:9 Request:29"
"73993.0295610196","0","CLICK User:14 Request:10"
"74323.0712283265","0","CLICK User:8 Request:33"
"74329.9952926978","0","CLICK User:3 Request:52"
"74439.0527287686","0","CLICK User:1 Request:59"
"74439.2619732396","0","CLICK User:7 Request:37"
"74447.1434218595","0","CLICK User:2 Request:56"
"74774.4157427829","0","CLICK User:13 Request:14"
"75021.3962947805","0","CLICK User:5 Request:45"
"75052.7388257446","0","CLICK User:11 Request:22"
"75058.4096582107","0","CLICK User:12 Request:18"
"75110.6285854766","0","CLICK User:4 Request:49"
"75117.2126625032","0","CLICK User:16 Request:3"
"75121.3877741445","0","CLICK User:10 Request:26"
"75121.5126503508","0","CLICK User:6 Request:41"
"75198.8216379456","0","CLICK User:15 Request:7"
"75239.5318399406","0","CLICK User:9 Request:30"
"75255.3237911522","0","CLICK User:14 Request:11"
"75598.8702474756","0","CLICK User:3 Request:53"
"75602.5472511171","0","CLICK User:8 Request:34"
"75706.6093595694","0","CLICK User:7 Request:38"
"75710.3950362406","0","CLICK User:1 Request:60"
"75711.9362935792","0","CLICK User:2 Request:57"
"76024.2935903865","0","CLICK User:13 Request:15"
"76309.515315494","0","CLICK User:5 Request:46"
"76379.933203801","0","CLICK User:11 Request:23"
"76407.2090167884","0","CLICK User:12 Request:19"
"76453.2869400999","0","CLICK User:16 Request:4"
"76470.5257232414","0","CLICK User:4 Request:50"
"76473.2959077201","0","CLICK User:6 Request:42"
"76484.7420552053","0","CLICK User:10 Request:27"
"76511.7795697498","0","CLICK User:15 Request:8"
"76542.9181641801","0","CLICK User:9 Request:31"
"76570.8024343876","0","CLICK User:14 Request:12"
"76861.2644903193","0","CLICK User:8 Request:35"
"76868.3179007388","0","CLICK User:3 Request:54"
"76971.5447074977","0","CLICK User:7 Request:39"
"76978.6905877702","0","CLICK User:1 Request:61"
"76981.8066262612","0","CLICK User:2 Request:58"
"77013.350300108","0","CLICK User:17 Request:1"
